Enterobacteria phage T2 (taxid=10664, kingdom=10239)
Siphoviridae sp. ct3Mm15 (taxid=2827558, kingdom=10239)
Siphoviridae sp. ct3R83 (taxid=2827559, kingdom=10239)
Siphoviridae sp. ctES717 (taxid=2827564, kingdom=10239)
Siphoviridae sp. ctGO42 (taxid=2827566, kingdom=10239)
Siphoviridae sp. ctLoY15 (taxid=2827570, kingdom=10239)
Siphoviridae sp. ctUyy2 (taxid=2827574, kingdom=10239)
Siphoviridae sp. ctXPh6 (taxid=2827578, kingdom=10239)
Siphoviridae sp. ctbQZ1 (taxid=2827581, kingdom=10239)
Siphoviridae sp. ctfHp48 (taxid=2827583, kingdom=10239)
Siphoviridae sp. ctfYP22 (taxid=2827584, kingdom=10239)
Siphoviridae sp. ctkyH28 (taxid=2827585, kingdom=10239)
Siphoviridae sp. ctl617 (taxid=2827587, kingdom=10239)
Siphoviridae sp. ctnhN1 (taxid=2827589, kingdom=10239)
Siphoviridae sp. ctvod4 (taxid=2827595, kingdom=10239)
Siphoviridae sp. ctvok7 (taxid=2827596, kingdom=10239)
Myoviridae sp. ct5xZ3 (taxid=2827601, kingdom=10239)
Myoviridae sp. ct6F13 (taxid=2827602, kingdom=10239)
Myoviridae sp. ct7CH26 (taxid=2827604, kingdom=10239)
Myoviridae sp. ctOyc4 (taxid=2827606, kingdom=10239)
Myoviridae sp. ctXRl20 (taxid=2827610, kingdom=10239)
Myoviridae sp. ctbwh6 (taxid=2827611, kingdom=10239)
Myoviridae sp. ctro722 (taxid=2827615, kingdom=10239)
virus sp. ctHG14 (taxid=2827626, kingdom=10239)
Caudovirales sp. ctFWA4 (taxid=2827628, kingdom=10239)
Caudovirales sp. ctBpc6 (taxid=2827631, kingdom=10239)
Caudovirales sp. ctGAB12 (taxid=2827632, kingdom=10239)
Caudovirales sp. ctIZM3 (taxid=2827633, kingdom=10239)
Caudovirales sp. ctTVN2 (taxid=2827634, kingdom=10239)
Caudovirales sp. ctrNG92 (taxid=2827638, kingdom=10239)
Caudovirales sp. ctu3532 (taxid=2827639, kingdom=10239)
Caudovirales sp. ctyaR3 (taxid=2827640, kingdom=10239)
Myoviridae sp. ct04y17 (taxid=2827652, kingdom=10239)
Myoviridae sp. ct1ba2 (taxid=2827654, kingdom=10239)
Myoviridae sp. ct5ra14 (taxid=2827659, kingdom=10239)
Myoviridae sp. ct6eX13 (taxid=2827660, kingdom=10239)
Myoviridae sp. ct8mY9 (taxid=2827664, kingdom=10239)
Myoviridae sp. ct9dX1 (taxid=2827665, kingdom=10239)
Myoviridae sp. ctBTH15 (taxid=2827666, kingdom=10239)
Myoviridae sp. ctBbR2 (taxid=2827667, kingdom=10239)
Myoviridae sp. ctKFg29 (taxid=2827675, kingdom=10239)
Myoviridae sp. ctLYp5 (taxid=2827680, kingdom=10239)
Myoviridae sp. ctLq07 (taxid=2827681, kingdom=10239)
Myoviridae sp. ctNQV2 (taxid=2827683, kingdom=10239)
Myoviridae sp. ctPJU6 (taxid=2827684, kingdom=10239)
Myoviridae sp. ctPoO4 (taxid=2827685, kingdom=10239)
Myoviridae sp. ctVKV3 (taxid=2827688, kingdom=10239)
Myoviridae sp. ctWb16 (taxid=2827690, kingdom=10239)
Myoviridae sp. ctZ2t4 (taxid=2827693, kingdom=10239)
Myoviridae sp. ctZhr26 (taxid=2827694, kingdom=10239)
Myoviridae sp. ctfWc3 (taxid=2827697, kingdom=10239)
Myoviridae sp. ctfyA6 (taxid=2827698, kingdom=10239)
Myoviridae sp. ctgEf1 (taxid=2827699, kingdom=10239)
Myoviridae sp. ctgXa1 (taxid=2827700, kingdom=10239)
Myoviridae sp. ctiX384 (taxid=2827702, kingdom=10239)
Myoviridae sp. ctiv53 (taxid=2827703, kingdom=10239)
Myoviridae sp. ctjH82 (taxid=2827704, kingdom=10239)
Myoviridae sp. ctqfO1 (taxid=2827710, kingdom=10239)
Myoviridae sp. ctrSP6 (taxid=2827712, kingdom=10239)
Myoviridae sp. ctu6J18 (taxid=2827714, kingdom=10239)
Myoviridae sp. ctyhJ29 (taxid=2827719, kingdom=10239)
Podoviridae sp. ctU557 (taxid=2827736, kingdom=10239)
Podoviridae sp. ctXBg1 (taxid=2827739, kingdom=10239)
Podoviridae sp. ctzXp5 (taxid=2827758, kingdom=10239)
Siphoviridae sp. ct0Go27 (taxid=2827761, kingdom=10239)
Siphoviridae sp. ct0R320 (taxid=2827762, kingdom=10239)
Siphoviridae sp. ct1E017 (taxid=2827764, kingdom=10239)
Siphoviridae sp. ct3UN6 (taxid=2827769, kingdom=10239)
Siphoviridae sp. ct3fB6 (taxid=2827770, kingdom=10239)
Siphoviridae sp. ct3tr1 (taxid=2827773, kingdom=10239)
Siphoviridae sp. ct4Uy2 (taxid=2827777, kingdom=10239)
Siphoviridae sp. ct7Qv4 (taxid=2827786, kingdom=10239)
Siphoviridae sp. ct7dP4 (taxid=2827787, kingdom=10239)
Siphoviridae sp. ct7yc1 (taxid=2827788, kingdom=10239)
Siphoviridae sp. ct86u1 (taxid=2827789, kingdom=10239)
Siphoviridae sp. ct9mC1 (taxid=2827794, kingdom=10239)
Siphoviridae sp. ctAFE3 (taxid=2827796, kingdom=10239)
Siphoviridae sp. ctAjZ17 (taxid=2827797, kingdom=10239)
Siphoviridae sp. ctB242 (taxid=2827800, kingdom=10239)
Siphoviridae sp. ctBrh2 (taxid=2827804, kingdom=10239)
Siphoviridae sp. ctEJG5 (taxid=2827814, kingdom=10239)
Siphoviridae sp. ctEeW6 (taxid=2827816, kingdom=10239)
Siphoviridae sp. ctFH16 (taxid=2827817, kingdom=10239)
Siphoviridae sp. ctFRY1 (taxid=2827820, kingdom=10239)
Siphoviridae sp. ctFgp7 (taxid=2827821, kingdom=10239)
Siphoviridae sp. ctGkF2 (taxid=2827823, kingdom=10239)
Siphoviridae sp. ctGpg14 (taxid=2827824, kingdom=10239)
Siphoviridae sp. ctGz830 (taxid=2827825, kingdom=10239)
Siphoviridae sp. ctHNg1 (taxid=2827828, kingdom=10239)
Siphoviridae sp. ctHjK2 (taxid=2827831, kingdom=10239)
Siphoviridae sp. ctI8Q15 (taxid=2827832, kingdom=10239)
Siphoviridae sp. ctJj91 (taxid=2827838, kingdom=10239)
Siphoviridae sp. ctJyX12 (taxid=2827840, kingdom=10239)
Siphoviridae sp. ctKgQ2 (taxid=2827842, kingdom=10239)
Siphoviridae sp. ctL4w2 (taxid=2827844, kingdom=10239)
Siphoviridae sp. ctL7J9 (taxid=2827845, kingdom=10239)
Siphoviridae sp. ctLeh52 (taxid=2827849, kingdom=10239)
Siphoviridae sp. ctLnP14 (taxid=2827851, kingdom=10239)
Siphoviridae sp. ctMBu2 (taxid=2827853, kingdom=10239)
Siphoviridae sp. ctNZc11 (taxid=2827858, kingdom=10239)
Siphoviridae sp. ctOb14 (taxid=2827862, kingdom=10239)
Siphoviridae sp. ctQEt22 (taxid=2827866, kingdom=10239)
Siphoviridae sp. ctRGj11 (taxid=2827868, kingdom=10239)
Siphoviridae sp. ctRIT4 (taxid=2827869, kingdom=10239)
Siphoviridae sp. ctRwl19 (taxid=2827871, kingdom=10239)
Siphoviridae sp. ctSOv1 (taxid=2827872, kingdom=10239)
Siphoviridae sp. ctSmR6 (taxid=2827873, kingdom=10239)
Siphoviridae sp. ctSuy3 (taxid=2827874, kingdom=10239)
Siphoviridae sp. ctTIi48 (taxid=2827875, kingdom=10239)
Siphoviridae sp. ctTRl7 (taxid=2827876, kingdom=10239)
Siphoviridae sp. ctTfn5 (taxid=2827878, kingdom=10239)
Siphoviridae sp. ctWdm1 (taxid=2827883, kingdom=10239)
Siphoviridae sp. ctWf32 (taxid=2827884, kingdom=10239)
Siphoviridae sp. ctWhl2 (taxid=2827885, kingdom=10239)
Siphoviridae sp. ctXfh4 (taxid=2827887, kingdom=10239)
Siphoviridae sp. ctZgu8 (taxid=2827893, kingdom=10239)
Siphoviridae sp. ctacm4 (taxid=2827895, kingdom=10239)
Siphoviridae sp. ctb3910 (taxid=2827897, kingdom=10239)
Siphoviridae sp. ctbIK24 (taxid=2827899, kingdom=10239)
Siphoviridae sp. ctbbV81 (taxid=2827900, kingdom=10239)
Siphoviridae sp. cteEJ17 (taxid=2827904, kingdom=10239)
Siphoviridae sp. cteZR38 (taxid=2827906, kingdom=10239)
Siphoviridae sp. ctfbh2 (taxid=2827909, kingdom=10239)
Siphoviridae sp. ctgmM3 (taxid=2827912, kingdom=10239)
Siphoviridae sp. ctgn638 (taxid=2827913, kingdom=10239)
Siphoviridae sp. ctiJm4 (taxid=2827916, kingdom=10239)
Siphoviridae sp. ctj6w2 (taxid=2827919, kingdom=10239)
Siphoviridae sp. ctj912 (taxid=2827920, kingdom=10239)
Siphoviridae sp. ctk5O4 (taxid=2827921, kingdom=10239)
Siphoviridae sp. ctkTz2 (taxid=2827923, kingdom=10239)
Siphoviridae sp. ctkyE7 (taxid=2827926, kingdom=10239)
Siphoviridae sp. ctm7X10 (taxid=2827929, kingdom=10239)
Siphoviridae sp. ctm8l1 (taxid=2827930, kingdom=10239)
Siphoviridae sp. ctmIh35 (taxid=2827932, kingdom=10239)
Siphoviridae sp. ctmP938 (taxid=2827933, kingdom=10239)
Siphoviridae sp. ctmwf23 (taxid=2827935, kingdom=10239)
Siphoviridae sp. ctnR613 (taxid=2827939, kingdom=10239)
Siphoviridae sp. cts9y3 (taxid=2827957, kingdom=10239)
Siphoviridae sp. ctt1f11 (taxid=2827959, kingdom=10239)
Siphoviridae sp. cttaA39 (taxid=2827960, kingdom=10239)
Siphoviridae sp. cttqT1 (taxid=2827961, kingdom=10239)
Siphoviridae sp. ctvWR21 (taxid=2827966, kingdom=10239)
Siphoviridae sp. ctvhu9 (taxid=2827968, kingdom=10239)
Siphoviridae sp. ctw757 (taxid=2827969, kingdom=10239)
Siphoviridae sp. ctwuP1 (taxid=2827972, kingdom=10239)
Siphoviridae sp. ctzWr28 (taxid=2827980, kingdom=10239)
virus sp. ctkyY8 (taxid=2827995, kingdom=10239)
Phage sp. ctcqm2 (taxid=2828007, kingdom=10239)
Phage sp. ctesc4 (taxid=2828008, kingdom=10239)
Phage sp. ctgh419 (taxid=2828009, kingdom=10239)
Phage sp. ctqZP6 (taxid=2828010, kingdom=10239)
virus sp. ctLl75 (taxid=2828249, kingdom=10239)
Pseudomonas phage BUCT566 (taxid=2829367, kingdom=10239)
Gordonia phage Neobush (taxid=2829386, kingdom=10239)
Gordonia phage Trumpet (taxid=2829388, kingdom=10239)
Microbacterium phage BelmontSKP (taxid=2829390, kingdom=10239)
Microbacterium phage Stoor (taxid=2829393, kingdom=10239)
Mycobacterium phage Akhila (taxid=2829394, kingdom=10239)
Mycobacterium phage Lakes (taxid=2829396, kingdom=10239)
Mycobacterium phage Smeagan (taxid=2829398, kingdom=10239)
Nocardia phage KYD2 (taxid=2829800, kingdom=10239)
Escherichia phage vB_EcoM_SYGD1 (taxid=2829845, kingdom=10239)
Escherichia phage vB_EcoM_SYGMH1 (taxid=2829846, kingdom=10239)
Klebsiella phage Shaphc-TDM-1124-4 (taxid=2831169, kingdom=10239)
Cronobacter phage JC03 (taxid=2831170, kingdom=10239)
Hafnia phage Pocis76 (taxid=2831174, kingdom=10239)
Escherichia phage vB_EcoM-ZQ1 (taxid=2831176, kingdom=10239)
Vibrio phage vB_ValP_VA-RY-3 (taxid=2831177, kingdom=10239)
Lactococcus phage Nocturne116 (taxid=2831179, kingdom=10239)
Herelleviridae sp. (taxid=2831613, kingdom=10239)
Escherichia phage vB_EcoP_DE5 (taxid=2831670, kingdom=10239)
Escherichia phage C6 (taxid=2831681, kingdom=10239)
Aeromonas phage BUCT552 (taxid=2834248, kingdom=10239)
Pseudomonas phage Medea1 (taxid=2834256, kingdom=10239)
Stenotrophomonas phage BUCT603 (taxid=2834259, kingdom=10239)
Klebsiella phage BUCT610 (taxid=2834265, kingdom=10239)
Salmonella phage Lv5cm (taxid=2834970, kingdom=10239)
Salmonella phage S19cd (taxid=2834971, kingdom=10239)
Arthrobacter phage Persistence (taxid=2836007, kingdom=10239)
Gordonia phage BoyNamedSue (taxid=2836009, kingdom=10239)
Microbacterium phage CroZenni (taxid=2836011, kingdom=10239)
Mycobacterium phage Asayake (taxid=2836015, kingdom=10239)
Mycobacterium phage BaghaKamala (taxid=2836016, kingdom=10239)
Mycobacterium phage Blizzard (taxid=2836017, kingdom=10239)
Mycobacterium phage Burton (taxid=2836019, kingdom=10239)
Mycobacterium phage Durfee (taxid=2836021, kingdom=10239)
Mycobacterium phage Scout (taxid=2836023, kingdom=10239)
Mycobacterium phage Twitch (taxid=2836024, kingdom=10239)
Gordonia phage MScarn (taxid=2836043, kingdom=10239)
Microbacterium phage Footloose (taxid=2836048, kingdom=10239)
Microbacterium phage QuadZero (taxid=2836050, kingdom=10239)
Campylobacter phage PC10 (taxid=2836053, kingdom=10239)
Escherichia phage E212 (taxid=2836069, kingdom=10239)
Staphylococcus phage PHB21 (taxid=2836072, kingdom=10239)
Gordonia phage Aflac (taxid=2836092, kingdom=10239)
Gordonia phage Tolls (taxid=2836094, kingdom=10239)
Microbacterium phage Honk (taxid=2836095, kingdom=10239)
Mycobacterium phage Jarvi (taxid=2836098, kingdom=10239)
Mycobacterium phage Marsha (taxid=2836099, kingdom=10239)
Mycobacterium phage MeaningOfLife (taxid=2836100, kingdom=10239)
Mycobacterium phage Padfoot (taxid=2836101, kingdom=10239)
Mycobacterium phage Peel (taxid=2836102, kingdom=10239)
Mycobacterium phage Sassafras (taxid=2836103, kingdom=10239)
Enterococcus phage vB_EfaS_785CS (taxid=2836121, kingdom=10239)
Caudovirales sp. gcode 4 (taxid=2838363, kingdom=10239)
Escherichia phage P479 (taxid=2841874, kingdom=10239)
Mycobacterium phage Stinson (taxid=2842057, kingdom=10239)
Peduovirus P22H1 (taxid=2844217, kingdom=10239)
Peduovirus P22H4 (taxid=2844218, kingdom=10239)
Peduovirus P24A7b (taxid=2844219, kingdom=10239)
Peduovirus P24B2 (taxid=2844220, kingdom=10239)
Peduovirus P24C9 (taxid=2844221, kingdom=10239)
Peduovirus P24E6b (taxid=2844222, kingdom=10239)
Xuanwuvirus P884B11 (taxid=2844224, kingdom=10239)
Microbacterium phage WilliamStrong (taxid=2844394, kingdom=10239)
Mycobacterium Phage Leviathan (taxid=2844395, kingdom=10239)
Mycobacterium Phage PeaceMeal1 (taxid=2844396, kingdom=10239)
Mycobacterium Phage Sparxx (taxid=2844397, kingdom=10239)
Mycobacterium phage Bexan (taxid=2844398, kingdom=10239)
Mycobacterium phage Gyzlar (taxid=2844399, kingdom=10239)
Gordonia phage DekHockey33 (taxid=2845815, kingdom=10239)
Gordonia phage VanLee (taxid=2845816, kingdom=10239)
Escherichia phage 1H12 (taxid=2847055, kingdom=10239)
Escherichia phage 2B8 (taxid=2847056, kingdom=10239)
Escherichia phage 2G7b (taxid=2847057, kingdom=10239)
Escherichia phage 2H10 (taxid=2847058, kingdom=10239)
Escherichia phage 4A7 (taxid=2847059, kingdom=10239)
Escherichia phage ev017 (taxid=2847060, kingdom=10239)
Escherichia phage ev099 (taxid=2847061, kingdom=10239)
Escherichia phage ev207 (taxid=2847062, kingdom=10239)
Escherichia phage ev243 (taxid=2847063, kingdom=10239)
Staphylococcus phage B122 (taxid=2848096, kingdom=10239)
Microbacterium phage vB_MoxS-R1 (taxid=2848881, kingdom=10239)
Mycobacterium phage Indra (taxid=2848884, kingdom=10239)
Mycobacterium phage Rose5 (taxid=2848885, kingdom=10239)
Streptomyces phage KimJongPhill (taxid=2848886, kingdom=10239)
Escherichia phage vB_EcoM_KMB26 (taxid=2848971, kingdom=10239)
Klebsiella phage vB_KpnM_VAC13 (taxid=2849068, kingdom=10239)
Klebsiella phage ABTNL-2 (taxid=2849097, kingdom=10239)
Rheinheimera phage Barba21A (taxid=2849598, kingdom=10239)
Rheinheimera phage Barba5S (taxid=2849599, kingdom=10239)
Rheinheimera phage Barba8S (taxid=2849600, kingdom=10239)
Aeromonas phage pAh6.2TG (taxid=2849625, kingdom=10239)
Escherichia phage vB_EcoP_SU7 (taxid=2849626, kingdom=10239)
Escherichia phage 132 (taxid=2851032, kingdom=10239)
Burkholderia phage PK23 (taxid=2851080, kingdom=10239)
Xanthomonas phage M29 (taxid=2851082, kingdom=10239)
Acidovorax phage ACF1 (taxid=2856860, kingdom=10239)
Pseudomonas phage UAVern (taxid=2856997, kingdom=10239)
Escherichia phage KW1E_UTAR (taxid=2861289, kingdom=10239)
Enterococcus phage Bp29 (taxid=2866664, kingdom=10239)
Klebsiella phage vB_KpnS-VAC70 (taxid=2866699, kingdom=10239)
Klebsiella phage vB_KpnS-VAC112 (taxid=2866701, kingdom=10239)
Klebsiella phage vB_KpnM_5N (taxid=2873401, kingdom=10239)
Clostridium phage vB_CpeS_BG3P (taxid=2878264, kingdom=10239)
Citrobacter phage Stevie (taxid=2885922, kingdom=10239)
Klebsiella phage vB_Kpn-VAC111 (taxid=2886109, kingdom=10239)
Escherichia phage Cba120 (taxid=2886902, kingdom=10239)
Escherichia phage phiKP26 (taxid=2886927, kingdom=10239)
Escherichia phage RB43 (taxid=2887182, kingdom=10239)
Cyanophage MaMV-DH01 (taxid=2888520, kingdom=10239)
Lactobacillus phage LL-Ku (taxid=2892343, kingdom=10239)
Lactococcus phage bIL67 (taxid=2898540, kingdom=10239)
Mycobacterium phage Astro (taxid=2902840, kingdom=10239)
Mycobacterium phage Baka (taxid=2902882, kingdom=10239)
Mycobacterium phage Boomer (taxid=2902893, kingdom=10239)
Staphylococcus phage phinm1 (taxid=2911442, kingdom=10239)
Streptococcus phage 858 (taxid=2914004, kingdom=10239)
Mycobacterium phage Lockley (taxid=2914012, kingdom=10239)
Mycobacterium phage Jasper (taxid=2914014, kingdom=10239)
Klebsiella phage vB_KpnS-VAC110 (taxid=2914021, kingdom=10239)
Aeromonas phage 65 (taxid=2919549, kingdom=10239)
Acinetobacter phage 133 (taxid=2919552, kingdom=10239)
Mycobacterium phage CrimD (taxid=2919554, kingdom=10239)
Mycobacterium phage JoeDirt (taxid=2920882, kingdom=10239)
Mycobacterium phage DLane (taxid=2922203, kingdom=10239)
Mycobacterium phage Lesedi (taxid=2922211, kingdom=10239)
Mycobacterium phage KSSJEB (taxid=2922216, kingdom=10239)
Mycobacterium phage Optimus (taxid=2922218, kingdom=10239)
Mycobacterium phage Mutaforma13 (taxid=2922219, kingdom=10239)
Mycobacterium phage Euphoria (taxid=2922223, kingdom=10239)
Mycobacterium phage Perseus (taxid=2922996, kingdom=10239)
Mycobacterium phage Rumpelstiltskin (taxid=2922997, kingdom=10239)
Mycobacterium phage Courthouse (taxid=2923000, kingdom=10239)
Mycobacterium phage Fionnbharth (taxid=2923006, kingdom=10239)
Mycobacterium phage Saintus (taxid=2923007, kingdom=10239)
Mycobacterium phage DotProduct (taxid=2923008, kingdom=10239)
Escherichia phage vB_EcoS_Zar3M (taxid=2924881, kingdom=10239)
Gordonia phage Anaysia (taxid=2926076, kingdom=10239)
Arthrobacter phage Aoka (taxid=2926081, kingdom=10239)
Mycobacterium phage DuncansLeg (taxid=2926096, kingdom=10239)
Microbacterium phage Eula (taxid=2926098, kingdom=10239)
Arthrobacter phage Jamun (taxid=2927239, kingdom=10239)
Mycobacterium phage Kenmech (taxid=2927242, kingdom=10239)
Arthrobacter phage Shambre1 (taxid=2927284, kingdom=10239)
Mycobacterium phage MacnCheese (taxid=2927982, kingdom=10239)
Mycobacterium phage Dorothy (taxid=2927992, kingdom=10239)
Salmonella phage FSL SP-030 (taxid=2928682, kingdom=10239)
Vibrio phage Vpas_PP24 (taxid=2930316, kingdom=10239)
Haemophilus phage HP2 (taxid=2932882, kingdom=10239)
Escherichia phage PC3 (taxid=2936920, kingdom=10239)
Escherichia phage PH4 (taxid=2936921, kingdom=10239)
Arthrobacter phage Renna12 (taxid=2937734, kingdom=10239)
Salmonella phage STYP1 (taxid=2939039, kingdom=10239)
Enterobacter phage Entb_43 (taxid=2946013, kingdom=10239)
Enterobacter phage Entb_45 (taxid=2946014, kingdom=10239)
Shigella phage ESH35 (taxid=2950756, kingdom=10239)
Shigella phage ESh15 (taxid=2950760, kingdom=10239)
Shigella phage ESh16 (taxid=2950761, kingdom=10239)
Shigella phage ESh17 (taxid=2950762, kingdom=10239)
Shigella phage ESh18 (taxid=2950763, kingdom=10239)
Shigella phage ESh19 (taxid=2950764, kingdom=10239)
Shigella phage ESh20 (taxid=2950766, kingdom=10239)
Shigella phage ESh21 (taxid=2950767, kingdom=10239)
Shigella phage ESh22 (taxid=2950768, kingdom=10239)
Shigella phage ESh24 (taxid=2950770, kingdom=10239)
Shigella phage ESh25 (taxid=2950771, kingdom=10239)
Shigella phage ESh26 (taxid=2950772, kingdom=10239)
Shigella phage ESh27 (taxid=2950773, kingdom=10239)
Shigella phage ESh28 (taxid=2950774, kingdom=10239)
Shigella phage ESh29 (taxid=2950775, kingdom=10239)
Shigella phage ESh30 (taxid=2950777, kingdom=10239)
Shigella phage ESh31 (taxid=2950778, kingdom=10239)
Shigella phage ESh32 (taxid=2950779, kingdom=10239)
Shigella phage ESh33 (taxid=2950780, kingdom=10239)
Shigella phage ESh36 (taxid=2950782, kingdom=10239)
Shigella phage ESh4 (taxid=2950783, kingdom=10239)
Mycobacterium phage Rita (taxid=2950795, kingdom=10239)
Pseudomonas phage PH826 (taxid=2951191, kingdom=10239)
Enterococcus phage TJE4 (taxid=2951264, kingdom=10239)
Bracchivirus U2F1 (taxid=2955532, kingdom=10239)
Mycobacterium phage Kashi_RDG1 (taxid=2961974, kingdom=10239)
Mycobacterium phage Kashi_VT1 (taxid=2961975, kingdom=10239)
Pseudomonas phage vB_Pae_LC3I3 (taxid=2961988, kingdom=10239)
Staphylococcus phage 1PHSA12 (taxid=2961989, kingdom=10239)
Staphylococcus phage A12-4PHSA25 (taxid=2961990, kingdom=10239)
Xanthomonas phage vB_Xar_IVIA-DoCa3 (taxid=2968248, kingdom=10239)
Vibrio phage VPMCC14 (taxid=2968382, kingdom=10239)
Microbacterium phage HerculesXL (taxid=2969428, kingdom=10239)
Escherichia phage PEC14 (taxid=2970333, kingdom=10239)
Enterococcus phage vB_Efm_LG62 (taxid=2970334, kingdom=10239)
Gordonia phage DalanDe (taxid=2970335, kingdom=10239)
Arthrobacter phage Gorpy (taxid=2970348, kingdom=10239)
Gordonia phage Sticker17 (taxid=2970354, kingdom=10239)
Mycobacterium phage Fayely (taxid=2970355, kingdom=10239)
Mycobacterium phage Padpat (taxid=2970356, kingdom=10239)
Microbacterium phage Figueroism (taxid=2970486, kingdom=10239)
Streptomyces phage Stanimal (taxid=2970489, kingdom=10239)
Xanthomonas phage vB_Xar_IVIA-DoCa1 (taxid=2970490, kingdom=10239)
Pseudomonas phage sp. 30-2 (taxid=2972142, kingdom=10239)
Pseudomonas phage sp. 30-3 (taxid=2972143, kingdom=10239)
Escherichia phage TR1 (taxid=2972435, kingdom=10239)
Escherichia phage Lg3 (taxid=2972436, kingdom=10239)
Klebsiella phage GZ7 (taxid=2972437, kingdom=10239)
Vibrio phage Val-yong3 (taxid=2972438, kingdom=10239)
Staphylococcus phage phiSa2wa-st5.3 (taxid=2972494, kingdom=10239)
Staphylococcus phage phiSa2wa-st5.4 (taxid=2972495, kingdom=10239)
Staphylococcus phage phiSa2wa-st5.6 (taxid=2972496, kingdom=10239)
Microbacterium phage Cheeto1 (taxid=2972514, kingdom=10239)
Klebsiella phage GZ8 (taxid=2972533, kingdom=10239)
Enterococcus phage ZXL (taxid=2972874, kingdom=10239)
Proteus phage Q29 (taxid=2973486, kingdom=10239)
Vibrio phage vB_VaM_H2 (taxid=2973487, kingdom=10239)
Staphylococcus phage SEP1 (taxid=2973490, kingdom=10239)
Escherichia phage pEC-M2929-1AR.1 (taxid=2973497, kingdom=10239)
Escherichia phage ZCEC14 (taxid=2973499, kingdom=10239)
Shigella phage A2 (taxid=2973502, kingdom=10239)
Staphylococcus phage SAP3 (taxid=2974900, kingdom=10239)
Salmonella phage BIS08P22 (taxid=2978124, kingdom=10239)
Mycobacterium phage GigiOuiOui (taxid=2978480, kingdom=10239)
Mycobacterium phage Happiness (taxid=2978481, kingdom=10239)
Mycobacterium phage Nikao (taxid=2978482, kingdom=10239)
Gordonia phage SummitAcademy (taxid=2978483, kingdom=10239)
Mycobacterium phage Gilberta (taxid=2978484, kingdom=10239)
Gordonia phage ObLaDi (taxid=2978487, kingdom=10239)
Mycobacterium phage Phalconet (taxid=2978488, kingdom=10239)
Mycobacterium phage Deloris (taxid=2978489, kingdom=10239)
Mycobacterium phage Phloss (taxid=2978492, kingdom=10239)
Mycobacterium phage Aubs (taxid=2978494, kingdom=10239)
Gordonia phage Eudoria (taxid=2978497, kingdom=10239)
Gordonia phage Jams (taxid=2978498, kingdom=10239)
Gordonia phage Lton (taxid=2978499, kingdom=10239)
Mycobacterium phage MaCh (taxid=2978500, kingdom=10239)
Mycobacterium phage Duplo (taxid=2978502, kingdom=10239)
Acinetobacter phage phiAB182 (taxid=2978919, kingdom=10239)
Erwinia phage Roscha1 (taxid=2978979, kingdom=10239)
Escherichia phage TR2 (taxid=2978981, kingdom=10239)
Phage vB_RanS_PJN03 (taxid=2978982, kingdom=10239)
Pseudomonas phage Kara-mokiny kep-wari Wadjak 10 (taxid=2979339, kingdom=10239)
Pseudomonas phage Kara-mokiny kep-wari Wadjak 11 (taxid=2979340, kingdom=10239)
Pseudomonas phage Kara-mokiny kep-wari Wadjak 12 (taxid=2979341, kingdom=10239)
Pseudomonas phage Kara-mokiny kep-wari Wadjak 13 (taxid=2979342, kingdom=10239)
Pseudomonas phage Kara-mokiny kep-wari Wadjak 14 (taxid=2979343, kingdom=10239)
Pseudomonas phage Kara-mokiny kep-wari Wadjak 15 (taxid=2979344, kingdom=10239)
Pseudomonas phage Kara-mokiny kep-wari Wadjak 4 (taxid=2979346, kingdom=10239)
Pseudomonas phage Kara-mokiny kep-wari Wadjak 5 (taxid=2979347, kingdom=10239)
Pseudomonas phage Kara-mokiny kep-wari Wadjak 6 (taxid=2979348, kingdom=10239)
Pseudomonas phage Kara-mokiny kep-wari Wadjak 7 (taxid=2979349, kingdom=10239)
Pseudomonas phage Kara-mokiny kep-wari Wadjak 9 (taxid=2979351, kingdom=10239)
Pseudomonas phage Kara-mokiny_kep-wari_Wadjak_1 (taxid=2979354, kingdom=10239)
Pseudomonas phage Kara-mokiny_kep-wari_Wadjak_2 (taxid=2979355, kingdom=10239)
